,0,1
0,Spatial Audio,28
1,Applications in Audio,23
2,Transducers,21
3,Recording and Production,19
4,Perception,17
5,Signal Processing,10
6,Acoustics and Signal Processing,7
7,Acoustics and Live Sound,6
8,Semantic Audio,4
9,"Live Sound, Recording, and Production",4
10,Audio Education,3
